S_UNNR,N_LFDNR,S_VORSILBE,S_NAME,S_SPEZIFIKATION,S_KLASSE,S_KLASSIFIZIERUNGSCODE,S_VP_GRUPPE,S_KENN1,S_KENN2,S_KENN3,S_KENN4,SV_10,SV_11,S_BEGRENZTE_MENGEN,S_FREIGEST_MENGEN,S_ZUSAMMENPACKUNG1,S_ZUSAMMENPACKUNG2,S_TANK_CODE1,S_TANK_CODE2,S_TANKFAHRZEUG,S_BEFOERDERUNGSKATEGORIE,S_TUNNEL_CODE,S_GEFAHRNR,N_MULTIPLIKATOR,N_ERGAENZ_TECH,S_VERTRAEGL_GR,N_VERBOT,N_UNNR,N_SICHERUNG,S_MENGE_SICHERUNG_TANK,S_MENGE_SICHERUNG_LS,S_MENGE_SICHERUNG_VP,S_KENNZ_N
3389,1,,"BEIM EINATMEN GIFTIGER FLÜSSIGER STOFF, ÄTZEND, N.A.G.",mit einem LC50-Wert von höchstens 200 ml/m³ und einer gesättigten Dampfkonzentration von mindestens 500 LC50,6.1,TC1,I,6.1,8,,,,,0,E0,MP8,MP17,L15CH,,AT,1,C/D,668,50.0,1.0,,1,3389,1.0,0,a),0,
3389,2,,"BEIM EINATMEN GIFTIGER FLÜSSIGER STOFF, ÄTZEND, N.A.G.",mit einem LC50-Wert von höchstens 200 ml/m³ und einer gesättigten Dampfkonzentration von mindestens 500 LC50,6.1,TC3,I,6.1,8,,,,,0,E0,MP8,MP17,L15CH,,AT,1,C/D,668,50.0,1.0,,1,3389,1.0,0,a),0,
3390,1,,"BEIM EINATMEN GIFTIGER FLÜSSIGER STOFF, ÄTZEND, N.A.G.",mit einem LC50-Wert von höchstens 1000 ml/m³ und einer gesättigten Dampfkonzentration von mindestens 10 LC50,6.1,TC1,I,6.1,8,,,,,0,E0,MP8,MP17,L10CH,,AT,1,C/D,668,50.0,1.0,,1,3390,1.0,0,a),0,
3390,2,,"BEIM EINATMEN GIFTIGER FLÜSSIGER STOFF, ÄTZEND, N.A.G.",mit einem LC50-Wert von höchstens 1000 ml/m³ und einer gesättigten Dampfkonzentration von mindestens 10 LC50,6.1,TC3,I,6.1,8,,,,,0,E0,MP8,MP17,L10CH,,AT,1,C/D,668,50.0,1.0,,1,3390,1.0,0,a),0,
3391,1,,PYROPHORER METALLORGANISCHER FESTER STOFF,,4.2,S5,I,4.2,,,,,,0,E0,MP2,,L21DH,,AT,0,B/E,43,,1.0,,1,3391,1.0,3000,a),b),
3392,1,,PYROPHORER METALLORGANISCHER FLÜSSIGER STOFF,,4.2,S5,I,4.2,,,,,,0,E0,MP2,,L21DH,,AT,0,B/E,333,,1.0,,1,3392,1.0,3000,a),b),
3393,1,,"PYROPHORER METALLORGANISCHER FESTER STOFF, MIT WASSER REAGIEREND",,4.2,SW1,I,4.2,4.3,,,,,0,E0,MP2,,L21DH,,AT,0,B/E,X432,,1.0,,1,3393,1.0,3000,a),b),
3394,1,,"PYROPHORER METALLORGANISCHER FLÜSSIGER STOFF, MIT WASSER REAGIEREND",,4.2,SW1,I,4.2,4.3,,,,,0,E0,MP2,,L21DH,,AT,0,B/E,X333,,1.0,,1,3394,1.0,3000,a),b),
3395,1,,MIT WASSER REAGIERENDER METALLORGANISCHER FESTER STOFF,,4.3,W2,I,4.3,,,,,,0,E0,MP2,,S10AN,L10DH,AT,1,B/E,X423,50.0,1.0,,1,3395,1.0,3000,a),b),
3395,2,,MIT WASSER REAGIERENDER METALLORGANISCHER FESTER STOFF,,4.3,W2,II,4.3,,,,,,500 g,E2,MP14,,SGAN,L4DH,AT,2,D/E,423,3.0,1.0,,1,3395,0.0,,,,
3395,3,,MIT WASSER REAGIERENDER METALLORGANISCHER FESTER STOFF,,4.3,W2,III,4.3,,,,,,1 kg,E1,MP14,,SGAN,L4DH,AT,3,E,423,1.0,1.0,,1,3395,0.0,,,,
3396,1,,"MIT WASSER REAGIERENDER METALLORGANISCHER FESTER STOFF, ENTZÜNDBAR",,4.3,WF2,I,4.3,4.1,,,,,0,E0,MP2,,S10AN,L10DH,AT,0,B/E,X423,,1.0,,1,3396,1.0,3000,a),b),
3396,2,,"MIT WASSER REAGIERENDER METALLORGANISCHER FESTER STOFF, ENTZÜNDBAR",,4.3,WF2,II,4.3,4.1,,,,,500 g,E2,MP14,,SGAN,L4DH,AT,0,D/E,423,,1.0,,1,3396,0.0,,,,
3396,3,,"MIT WASSER REAGIERENDER METALLORGANISCHER FESTER STOFF, ENTZÜNDBAR",,4.3,WF2,III,4.3,4.1,,,,,1 kg,E1,MP14,,SGAN,L4DH,AT,0,E,423,,1.0,,1,3396,0.0,,,,
3397,1,,"MIT WASSER REAGIERENDER METALLORGANISCHER FESTER STOFF, SELBSTERHITZUNGSFÄHIG",,4.3,WS,I,4.3,4.2,,,,,0,E0,MP2,,S10AN,L10DH,AT,1,B/E,X423,50.0,1.0,,1,3397,1.0,3000,a),b),
3397,2,,"MIT WASSER REAGIERENDER METALLORGANISCHER FESTER STOFF, SELBSTERHITZUNGSFÄHIG",,4.3,WS,II,4.3,4.2,,,,,500 g,E2,MP14,,SGAN,L4DH,AT,2,D/E,423,3.0,1.0,,1,3397,0.0,,,,
3397,3,,"MIT WASSER REAGIERENDER METALLORGANISCHER FESTER STOFF, SELBSTERHITZUNGSFÄHIG",,4.3,WS,III,4.3,4.2,,,,,1 kg,E1,MP14,,SGAN,L4DH,AT,3,E,423,1.0,1.0,,1,3397,0.0,,,,
3398,1,,MIT WASSER REAGIERENDER METALLORGANISCHER FLÜSSIGER STOFF,,4.3,W1,I,4.3,,,,,,0,E0,MP2,,L10DH,,AT,0,B/E,X323,,1.0,,1,3398,1.0,3000,a),b),
3398,2,,MIT WASSER REAGIERENDER METALLORGANISCHER FLÜSSIGER STOFF,,4.3,W1,II,4.3,,,,,,500 ml,E2,MP15,,L4DH,,AT,0,D/E,323,,1.0,,1,3398,0.0,,,,
3398,3,,MIT WASSER REAGIERENDER METALLORGANISCHER FLÜSSIGER STOFF,,4.3,W1,III,4.3,,,,,,1 L,E1,MP15,,L4DH,,AT,0,E,323,,1.0,,1,3398,0.0,,,,
3399,1,,"MIT WASSER REAGIERENDER METALLORGANISCHER FLÜSSIGER STOFF, ENTZÜNDBAR",,4.3,WF1,I,4.3,3,,,,,0,E0,MP2,,L10DH,,FL,0,B/E,X323,,1.0,,1,3399,1.0,3000,a),b),
3399,2,,"MIT WASSER REAGIERENDER METALLORGANISCHER FLÜSSIGER STOFF, ENTZÜNDBAR",,4.3,WF1,II,4.3,3,,,,,500 ml,E2,MP15,,L4DH,,FL,0,D/E,323,,1.0,,1,3399,0.0,,,,
3399,3,,"MIT WASSER REAGIERENDER METALLORGANISCHER FLÜSSIGER STOFF, ENTZÜNDBAR",,4.3,WF1,III,4.3,3,,,,,1 L,E1,MP15,,L4DH,,FL,0,E,323,,1.0,,1,3399,0.0,,,,
3400,1,,SELBSTERHITZUNGSFÄHIGER METALLORGANISCHER FESTER STOFF,,4.2,S5,II,4.2,,,,,,500 g,E2,MP14,,SGAN,L4BN,AT,2,D/E,40,3.0,1.0,,1,3400,0.0,,,,
3400,2,,SELBSTERHITZUNGSFÄHIGER METALLORGANISCHER FESTER STOFF,,4.2,S5,III,4.2,,,,,,1 kg,E1,MP14,,SGAN,L4BN,AT,3,E,40,1.0,1.0,,1,3400,0.0,,,,
3401,1,,"ALKALIMETALLAMALGAM, FEST",,4.3,W2,I,4.3,,,,,,0,E0,MP2,,L10BN(+),,AT,1,B/E,X423,50.0,0.0,,1,3401,1.0,3000,a),b),
3402,1,,"ERDALKALIMETALLAMALGAM, FEST",,4.3,W2,I,4.3,,,,,,0,E0,MP2,,L10BN(+),,AT,1,B/E,X423,50.0,0.0,,1,3402,1.0,3000,a),b),
3403,1,,"KALIUMMETALLLEGIERUNGEN, FEST",,4.3,W2,I,4.3,,,,,,0,E0,MP2,,L10BN(+),,AT,1,B/E,X423,50.0,0.0,,1,3403,1.0,3000,a),b),
3404,1,,"KALIUM-NATRIUM-LEGIERUNGEN, FEST",,4.3,W2,I,4.3,,,,,,0,E0,MP2,,L10BN(+),,AT,1,B/E,X423,50.0,0.0,,1,3404,1.0,3000,a),b),
3405,1,,"BARIUMCHLORAT, LÖSUNG",,5.1,OT1,II,5.1,6.1,,,,,1 L,E2,MP2,,L4BN,,AT,2,E,56,3.0,0.0,,1,3405,0.0,,,,E
3405,2,,"BARIUMCHLORAT, LÖSUNG",,5.1,OT1,III,5.1,6.1,,,,,5 L,E1,MP2,,LGBV,,AT,3,E,56,1.0,0.0,,1,3405,0.0,,,,E
3406,1,,"BARIUMPERCHLORAT, LÖSUNG",,5.1,OT1,II,5.1,6.1,,,,,1 L,E2,MP2,,L4BN,,AT,2,E,56,3.0,0.0,,1,3406,1.0,3000,a),b),-
3406,2,,"BARIUMPERCHLORAT, LÖSUNG",,5.1,OT1,III,5.1,6.1,,,,,5 L,E1,MP2,,LGBV,,AT,3,E,56,1.0,0.0,,1,3406,1.0,3000,a),b),-
3407,1,,"CHLORAT UND MAGNESIUMCHLORID, MISCHUNG, LÖSUNG",,5.1,O1,II,5.1,,,,,,1 L,E2,MP2,,L4BN,,AT,2,E,50,3.0,0.0,,1,3407,0.0,,,,
3407,2,,"CHLORAT UND MAGNESIUMCHLORID, MISCHUNG, LÖSUNG",,5.1,O1,III,5.1,,,,,,5 L,E1,MP2,,LGBV,,AT,3,E,50,1.0,0.0,,1,3407,0.0,,,,
3408,1,,"BLEIPERCHLORAT, LÖSUNG",,5.1,OT1,II,5.1,6.1,,,,,1 L,E2,MP2,,L4BN,,AT,2,E,56,3.0,0.0,,1,3408,1.0,3000,a),b),+
3408,2,,"BLEIPERCHLORAT, LÖSUNG",,5.1,OT1,III,5.1,6.1,,,,,5 L,E1,MP2,,LGBV,,AT,3,E,56,1.0,0.0,,1,3408,1.0,3000,a),b),+
3409,1,,"CHLORNITROBENZENE, FLÜSSIG",,6.1,T1,II,6.1,,,,,,100 ml,E4,MP15,,L4BH,,AT,2,D/E,60,3.0,0.0,,1,3409,0.0,,,,E
3410,1,4-,"CHLOR-o-TOLUIDIN-HYDROCHLORID, LÖSUNG",,6.1,T1,III,6.1,,,,,,5 L,E1,MP19,,L4BH,,AT,2,E,60,3.0,0.0,,1,3410,0.0,,,,+
3411,1,beta-,"NAPHTHYLAMIN, LÖSUNG",,6.1,T1,II,6.1,,,,,,100 ml,E4,MP15,,L4BH,,AT,2,D/E,60,3.0,0.0,,1,3411,0.0,,,,E
3411,2,beta-,"NAPHTHYLAMIN, LÖSUNG",,6.1,T1,III,6.1,,,,,,5 L,E1,MP19,,L4BH,,AT,2,E,60,3.0,0.0,,1,3411,0.0,,,,E
3412,1,,AMEISENSÄURE,"mit mindestens 10 Masse-%, aber höchstens 85 Masse-% Säure",8.0,C3,II,8,,,,,,1 L,E2,MP15,,L4BN,,AT,2,E,80,3.0,0.0,,1,3412,0.0,,,,-
3412,2,,AMEISENSÄURE,"mit mindestens 5 Masse-%, aber weniger als 10 Masse-% Säure",8.0,C3,III,8,,,,,,5 L,E1,MP19,,L4BN,,AT,3,E,80,1.0,0.0,,1,3412,0.0,,,,-
3413,1,,"KALIUMCYANID, LÖSUNG",,6.1,T4,I,6.1,,,,,,0,E5,MP8,MP17,L10CH,,AT,1,C/E,66,50.0,0.0,,1,3413,1.0,0,a),0,+
3413,2,,"KALIUMCYANID, LÖSUNG",,6.1,T4,II,6.1,,,,,,100 ml,E4,MP15,,L4BH,,AT,2,D/E,60,3.0,0.0,,1,3413,0.0,,,,E
3413,3,,"KALIUMCYANID, LÖSUNG",,6.1,T4,III,6.1,,,,,,5 L,E1,MP19,,L4BH,,AT,2,E,60,3.0,0.0,,1,3413,0.0,,,,E
3414,1,,"NATRIUMCYANID, LÖSUNG",,6.1,T4,I,6.1,,,,,,0,E5,MP8,MP17,L10CH,,AT,1,C/E,66,50.0,0.0,,1,3414,1.0,0,a),0,+
3414,2,,"NATRIUMCYANID, LÖSUNG",,6.1,T4,II,6.1,,,,,,100 ml,E4,MP15,,L4BH,,AT,2,D/E,60,3.0,0.0,,1,3414,0.0,,,,E
3414,3,,"NATRIUMCYANID, LÖSUNG",,6.1,T4,III,6.1,,,,,,5 L,E1,MP19,,L4BH,,AT,2,E,60,3.0,0.0,,1,3414,0.0,,,,E
3415,1,,"NATRIUMFLUORID, LÖSUNG",,6.1,T4,III,6.1,,,,,,5 L,E1,MP19,,L4BH,,AT,2,E,60,3.0,0.0,,1,3415,0.0,,,,-
3416,1,,"CHLORACETOPHENON, FLÜSSIG",,6.1,T1,II,6.1,,,,,,0,E0,MP15,,L4BH,,AT,2,D/E,60,3.0,0.0,,1,3416,0.0,,,,
3417,1,,"XYLYLBROMID, FEST",,6.1,T2,II,6.1,,,,,,0,E4,MP10,,SGAH,L4BH,AT,2,D/E,60,3.0,0.0,,1,3417,0.0,,,,
3418,1,"2,4-","TOLUYLENDIAMIN, LÖSUNG",,6.1,T1,III,6.1,,,,,,5 L,E1,MP19,,L4BH,,AT,2,E,60,3.0,0.0,,1,3418,0.0,,,,+
3419,1,,"BORTRIFLUORID-ESSIGSÄURE-KOMPLEX, FEST",,8.0,C4,II,8,,,,,,1 kg,E2,MP10,,SGAN,L4BN,AT,2,E,80,3.0,0.0,,1,3419,0.0,,,,
3420,1,,"BORTRIFLUORID-PROPIONSÄURE-KOMPLEX, FEST",,8.0,C4,II,8,,,,,,1 kg,E2,MP10,,SGAN,L4BN,AT,2,E,80,3.0,0.0,,1,3420,0.0,,,,
3421,1,,"KALIUMHYDROGENDIFLUORID, LÖSUNG",,8.0,CT1,II,8,6.1,,,,,1 L,E2,MP15,,L4DH,,AT,2,E,86,3.0,0.0,,1,3421,0.0,,,,-
3421,2,,"KALIUMHYDROGENDIFLUORID, LÖSUNG",,8.0,CT1,III,8,6.1,,,,,5 L,E1,MP19,,L4DH,,AT,3,E,86,1.0,0.0,,1,3421,0.0,,,,-
3422,1,,"KALIUMFLUORID, LÖSUNG",,6.1,T4,III,6.1,,,,,,5 L,E1,MP19,,L4BH,,AT,2,E,60,3.0,0.0,,1,3422,0.0,,,,-
3423,1,,"TETRAMETHYLAMMONIUMHYDROXID, FEST",,6.1,TC2,I,6.1,8,,,,,0,E5,MP18,,S10AH,L10CH,AT,1,C/E,668,50.0,0.0,,1,3423,1.0,0,a),0,
3424,1,,"AMMONIUMDINITRO-o-CRESOLAT, LÖSUNG",,6.1,T1,II,6.1,,,,,,100 ml,E4,MP15,,L4BH,,AT,2,D/E,60,3.0,0.0,,1,3424,0.0,,,,E
3424,2,,"AMMONIUMDINITRO-o-CRESOLAT, LÖSUNG",,6.1,T1,III,6.1,,,,,,5 L,E1,MP19,,L4BH,,AT,2,E,60,3.0,0.0,,1,3424,0.0,,,,E
3425,1,,"BROMESSIGSÄURE, FEST",,8.0,C4,II,8,,,,,,1 kg,E2,MP10,,SGAN,L4BN,AT,2,E,80,3.0,0.0,,1,3425,0.0,,,,+
3426,1,,"ACRYLAMID, LÖSUNG",,6.1,T1,III,6.1,,,,,,5 L,E1,MP19,,L4BH,,AT,2,E,60,3.0,0.0,,1,3426,0.0,,,,-
3427,1,,"CHLORBENZYLCHLORIDE, FEST",,6.1,T2,III,6.1,,,,,,5 kg,E1,MP10,,SGAH,L4BH,AT,2,E,60,3.0,0.0,,1,3427,0.0,,,,
3428,1,3-,"CHLOR-4-METHYLPHENYLISOCYANAT, FEST",,6.1,T2,II,6.1,,,,,,500 g,E4,MP10,,SGAH,L4BH,AT,2,D/E,60,3.0,0.0,,1,3428,0.0,,,,
3429,1,,"CHLORTOLUIDINE, FLÜSSIG",,6.1,T1,III,6.1,,,,,,5 L,E1,MP19,,L4BH,,AT,2,E,60,3.0,0.0,,1,3429,0.0,,,,
3430,1,,"XYLENOLE, FLÜSSIG",,6.1,T1,II,6.1,,,,,,100 ml,E4,MP15,,L4BH,,AT,2,D/E,60,3.0,0.0,,1,3430,0.0,,,,+
3431,1,,"NITROBENZOTRIFLUORIDE, FEST",,6.1,T2,II,6.1,,,,,,500 g,E4,MP10,,SGAH,L4BH,AT,2,D/E,60,3.0,0.0,,1,3431,0.0,,,,E
3432,1,,"POLYCHLORIERTE BIPHENYLE, FEST",,9.0,M2,II,9,,,,,,1 kg,E2,MP10,,S4AH,L4BH,AT,0,D/E,90,,0.0,,1,3432,0.0,,,,+
3434,1,,"NITROCRESOLE, FLÜSSIG",,6.1,T1,III,6.1,,,,,,5 L,E1,MP19,,L4BH,,AT,2,E,60,3.0,0.0,,1,3434,0.0,,,,
3436,1,,"HEXAFLUORACETONHYDRAT, FEST",,6.1,T2,II,6.1,,,,,,500 g,E4,MP10,,SGAH,L4BH,AT,2,D/E,60,3.0,0.0,,1,3436,0.0,,,,
3437,1,,"CHLORCRESOLE, FEST",,6.1,T2,II,6.1,,,,,,500 g,E4,MP10,,SGAH,L4BH,AT,2,D/E,60,3.0,0.0,,1,3437,0.0,,,,E
3438,1,alpha-,"METHYLBENZYLALKOHOL, FEST",,6.1,T2,III,6.1,,,,,,5 kg,E1,MP10,,SGAH,L4BH,AT,2,E,60,3.0,0.0,,1,3438,0.0,,,,
3439,1,,"NITRILE, FEST, GIFTIG, N.A.G.",,6.1,T2,I,6.1,,,,,,0,E5,MP18,,S10AH,L10CH,AT,1,C/E,66,50.0,1.0,,1,3439,1.0,0,a),0,
3439,2,,"NITRILE, FEST, GIFTIG, N.A.G.",,6.1,T2,II,6.1,,,,,,500 g,E4,MP10,,SGAH,L4BH,AT,2,D/E,60,3.0,1.0,,1,3439,0.0,,,,
3439,3,,"NITRILE, FEST, GIFTIG, N.A.G.",,6.1,T2,III,6.1,,,,,,5 kg,E1,MP10,,SGAH,L4BH,AT,2,E,60,3.0,1.0,,1,3439,0.0,,,,
3440,1,,"SELENVERBINDUNG, FLÜSSIG, N.A.G.",,6.1,T4,I,6.1,,,,,,0,E5,MP8,MP17,L10CH,,AT,1,C/E,66,50.0,1.0,,1,3440,1.0,0,a),0,+
3440,2,,"SELENVERBINDUNG, FLÜSSIG, N.A.G.",,6.1,T4,II,6.1,,,,,,100 ml,E4,MP15,,L4BH,,AT,2,D/E,60,3.0,1.0,,1,3440,0.0,,,,+
3440,3,,"SELENVERBINDUNG, FLÜSSIG, N.A.G.",,6.1,T4,III,6.1,,,,,,5 L,E1,MP19,,L4BH,,AT,2,E,60,3.0,1.0,,1,3440,0.0,,,,+
3441,1,,"CHLORDINITROBENZENE, FEST",,6.1,T2,II,6.1,,,,,,500 g,E4,MP10,,SGAH,L4BH,AT,2,D/E,60,3.0,0.0,,1,3441,0.0,,,,+
3442,1,,"DICHLORANILINE, FEST",,6.1,T2,II,6.1,,,,,,500 g,E4,MP10,,SGAH,L4BH,AT,2,D/E,60,3.0,0.0,,1,3442,0.0,,,,+
3443,1,,"DINITROBENZENE, FEST",,6.1,T2,II,6.1,,,,,,500 g,E4,MP10,,SGAH,L4BH,AT,2,D/E,60,3.0,0.0,,1,3443,0.0,,,,+
3444,1,,"NICOTINHYDROCHLORID, FEST",,6.1,T2,II,6.1,,,,,,500 g,E4,MP10,,SGAH,,AT,2,D/E,60,3.0,0.0,,1,3444,0.0,,,,+
3445,1,,"NICOTINSULFAT, FEST",,6.1,T2,II,6.1,,,,,,500 g,E4,MP10,,SGAH,,AT,2,D/E,60,3.0,0.0,,1,3445,0.0,,,,+
3446,1,,"NITROTOLUENE, FEST",,6.1,T2,II,6.1,,,,,,500 g,E4,MP10,,SGAH,L4BH,AT,2,D/E,60,3.0,0.0,,1,3446,0.0,,,,E
3447,1,,"NITROXYLENE, FEST",,6.1,T2,II,6.1,,,,,,500 g,E4,MP10,,SGAH,L4BH,AT,2,D/E,60,3.0,0.0,,1,3447,0.0,,,,
3448,1,,"STOFF ZUR HERSTELLUNG VON TRÄNENGASEN, FEST, N.A.G.",,6.1,T2,I,6.1,,,,,,0,E0,MP18,,S10AH,L10CH,AT,1,C/E,66,50.0,1.0,,1,3448,1.0,0,a),0,
3448,2,,"STOFF ZUR HERSTELLUNG VON TRÄNENGASEN, FEST, N.A.G.",,6.1,T2,II,6.1,,,,,,0,E0,MP10,,SGAH,L4BH,AT,2,D/E,60,3.0,1.0,,1,3448,0.0,,,,
3449,1,,"BROMBENZYLCYANIDE, FEST",,6.1,T2,I,6.1,,,,,,0,E5,MP18,,S10AH,L10CH,AT,1,C/E,66,50.0,0.0,,1,3449,1.0,0,a),0,
3450,1,,"DIPHENYLCHLORARSIN, FEST",,6.1,T3,I,6.1,,,,,,0,E0,MP18,,S10AH,L10CH,AT,1,C/E,66,50.0,0.0,,1,3450,1.0,0,a),0,+
3451,1,,"TOLUIDINE, FEST",,6.1,T2,II,6.1,,,,,,500 g,E4,MP10,,SGAH,L4BH,AT,2,D/E,60,3.0,0.0,,1,3451,0.0,,,,+
3452,1,,"XYLIDINE, FEST",,6.1,T2,II,6.1,,,,,,500 g,E4,MP10,,SGAH,L4BH,AT,2,D/E,60,3.0,0.0,,1,3452,0.0,,,,+
3453,1,,"PHOSPHORSÄURE, FEST",,8.0,C2,III,8,,,,,,5 kg,E1,MP10,,SGAV,L4BN,AT,3,E,80,1.0,0.0,,1,3453,0.0,,,,-
3454,1,,"DINITROTOLUENE, FEST",,6.1,T2,II,6.1,,,,,,500 g,E4,MP10,,SGAH,L4BH,AT,2,D/E,60,3.0,0.0,,1,3454,0.0,,,,E
3455,1,,"CRESOLE, FEST",,6.1,TC2,II,6.1,8,,,,,500 g,E4,MP10,,SGAH,L4BH,AT,2,D/E,68,3.0,0.0,,1,3455,0.0,,,,-
3456,1,,"NITROSYLSCHWEFELSÄURE, FEST",,8.0,C2,II,8,,,,,,1 kg,E2,MP10,,SGAN,L4BN,AT,2,E,X80,3.0,0.0,,1,3456,0.0,,,,
3457,1,,"CHLORNITROTOLUENE, FEST",,6.1,T2,III,6.1,,,,,,5 kg,E1,MP10,,SGAH,L4BH,AT,2,E,60,3.0,0.0,,1,3457,0.0,,,,E
3458,1,,"NITROANISOLE, FEST",,6.1,T2,III,6.1,,,,,,5 kg,E1,MP10,,SGAH,L4BH,AT,2,E,60,3.0,0.0,,1,3458,0.0,,,,
3459,1,,"NITROBROMBENZENE, FEST",,6.1,T2,III,6.1,,,,,,5 kg,E1,MP10,,SGAH,L4BH,AT,2,E,60,3.0,0.0,,1,3459,0.0,,,,
3460,1,N-,"ETHYL-N-BENZYLTOLUIDINE, FEST",,6.1,T2,III,6.1,,,,,,5 kg,E1,MP10,,SGAH,L4BH,AT,2,E,60,3.0,0.0,,1,3460,0.0,,,,
3462,1,,"TOXINE, GEWONNEN AUS LEBENDEN ORGANISMEN, FEST, N.A.G.",,6.1,T2,I,6.1,,,,,,0,E5,MP18,,S10AH,L10CH,AT,1,C/E,66,50.0,1.0,,1,3462,1.0,0,a),0,
3462,2,,"TOXINE, GEWONNEN AUS LEBENDEN ORGANISMEN, FEST, N.A.G.",,6.1,T2,II,6.1,,,,,,500 g,E4,MP10,,SGAH,L4BH,AT,2,D/E,60,3.0,1.0,,1,3462,0.0,,,,
3462,3,,"TOXINE, GEWONNEN AUS LEBENDEN ORGANISMEN, FEST, N.A.G.",,6.1,T2,III,6.1,,,,,,5 kg,E1,MP10,,SGAH,L4BH,AT,2,E,60,3.0,1.0,,1,3462,0.0,,,,
3463,1,,PROPIONSÄURE,mit mindestens 90 Masse-% Säure,8.0,CF1,II,8,3,,,,,1 L,E2,MP15,,L4BN,,FL,2,D/E,83,3.0,0.0,,1,3463,0.0,,,,-
3464,1,,"ORGANISCHE PHOSPHORVERBINDUNG, FEST, GIFTIG, N.A.G.",,6.1,T2,I,6.1,,,,,,0,E5,MP18,,S10AH,L10CH,AT,1,C/E,66,50.0,1.0,,1,3464,1.0,0,a),0,
3464,2,,"ORGANISCHE PHOSPHORVERBINDUNG, FEST, GIFTIG, N.A.G.",,6.1,T2,II,6.1,,,,,,500 g,E4,MP10,,SGAH,L4BH,AT,2,D/E,60,3.0,1.0,,1,3464,0.0,,,,
3464,3,,"ORGANISCHE PHOSPHORVERBINDUNG, FEST, GIFTIG, N.A.G.",,6.1,T2,III,6.1,,,,,,5 kg,E1,MP10,,SGAH,L4BH,AT,2,E,60,3.0,1.0,,1,3464,0.0,,,,
3465,1,,"ORGANISCHE ARSENVERBINDUNG, FEST, N.A.G.",,6.1,T3,I,6.1,,,,,,0,E5,MP18,,S10AH,L10CH,AT,1,C/E,66,50.0,1.0,,1,3465,1.0,0,a),0,+
3465,2,,"ORGANISCHE ARSENVERBINDUNG, FEST, N.A.G.",,6.1,T3,II,6.1,,,,,,500 g,E4,MP10,,SGAH,L4BH,AT,2,D/E,60,3.0,1.0,,1,3465,0.0,,,,+
3465,3,,"ORGANISCHE ARSENVERBINDUNG, FEST, N.A.G.",,6.1,T3,III,6.1,,,,,,5 kg,E1,MP10,,SGAH,L4BH,AT,2,E,60,3.0,1.0,,1,3465,0.0,,,,+
3466,1,,"METALLCARBONYLE, FEST, N.A.G.",,6.1,T3,I,6.1,,,,,,0,E5,MP18,,S10AH,L10CH,AT,1,C/E,66,50.0,1.0,,1,3466,1.0,0,a),0,
3466,2,,"METALLCARBONYLE, FEST, N.A.G.",,6.1,T3,II,6.1,,,,,,500 g,E4,MP10,,SGAH,L4BH,AT,2,D/E,60,3.0,1.0,,1,3466,0.0,,,,
3466,3,,"METALLCARBONYLE, FEST, N.A.G.",,6.1,T3,III,6.1,,,,,,5 kg,E1,MP10,,SGAH,L4BH,AT,2,E,60,3.0,1.0,,1,3466,0.0,,,,
3467,1,,"METALLORGANISCHE VERBINDUNG, FEST, GIFTIG, N.A.G.",,6.1,T3,I,6.1,,,,,,0,E5,MP18,,S10AH,L10CH,AT,1,C/E,66,50.0,1.0,,1,3467,1.0,0,a),0,
3467,2,,"METALLORGANISCHE VERBINDUNG, FEST, GIFTIG, N.A.G.",,6.1,T3,II,6.1,,,,,,500 g,E4,MP10,,SGAH,L4BH,AT,2,D/E,60,3.0,1.0,,1,3467,0.0,,,,
3467,3,,"METALLORGANISCHE VERBINDUNG, FEST, GIFTIG, N.A.G.",,6.1,T3,III,6.1,,,,,,5 kg,E1,MP10,,SGAH,L4BH,AT,2,E,60,3.0,1.0,,1,3467,0.0,,,,
3468,1,,WASSERSTOFF IN EINEM METALLHYDRID-SPEICHERSYSTEM,,2.0,1F,,2.1,,,,,,0,E0,MP9,,,,,2,D,,3.0,0.0,,1,3468,1.0,a),a),b),-
3468,2,,WASSERSTOFF IN EINEM METALLHYDRID-SPEICHERSYSTEM IN AUSRÜSTUNGEN,,2.0,1F,,2.1,,,,,,0,E0,MP9,,,,,2,D,,3.0,0.0,,1,3468,1.0,a),a),b),-
3468,3,,"WASSERSTOFF IN EINEM METALLHYDRID-SPEICHERSYSTEM, MIT AUSRÜSTUNGEN VERPACKT",,2.0,1F,,2.1,,,,,,0,E0,MP9,,,,,2,D,,3.0,0.0,,1,3468,1.0,a),a),b),-
3469,1,,"FARBE, ENTZÜNDBAR, ÄTZEND","(einschließlich Farbe, Lack, Emaille, Beize, Schellack, Firnis, Politur, flüssiger Füllstoff und flüssige Lackgrundlage)",3.0,FC,I,3,8,,,,,0,E0,MP7,MP17,L10CH,,FL,1,C/E,338,50.0,0.0,,1,3469,1.0,3000,a),b),
3469,2,,"FARBZUBEHÖRSTOFFE, ENTZÜNDBAR, ÄTZEND",(einschließlich Farbverdünnung und -lösemittel),3.0,FC,I,3,8,,,,,0,E0,MP7,MP17,L10CH,,FL,1,C/E,338,50.0,0.0,,1,3469,1.0,3000,a),b),
